City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
343,Bouna,48,CI,1613875318,19,9.2667,-3.0,71.71,4.36
344,Kruisfontein,95,ZA,1613875318,71,-34.0033,24.7314,66.0,1.99
345,Sucúa,62,EC,1613875318,77,-2.4667,-78.1667,69.85,2.44
346,Pomabamba,86,PE,1613875318,60,-8.8333,-77.4667,52.75,2.55
347,Zhangjiakou,2,CN,1613875319,42,40.81,114.8794,49.37,9.64
348,Belmonte,40,BR,1613875319,83,-15.8631,-38.8828,77.0,3.44
349,Kralendijk,31,BQ,1613875319,73,12.15,-68.2667,78.8,13.8
350,Bata,34,GQ,1613875319,82,1.8639,9.7658,79.3,4.03
351,Saint-Pierre,0,RE,1613875319,78,-21.3393,55.4781,77.0,6.91
352,Huambo,100,AO,1613875320,97,-12.7761,15.7392,56.66,1.43
353,Chimbote,0,PE,1613875320,84,-9.0853,-78.5783,69.51,7.27
354,Mayo,1,US,1613875320,46,38.8876,-76.5119,28.4,12.66
355,Luanda,40,AO,1613875099,83,-8.8368,13.2343,78.8,6.91
356,Maravilla,90,PH,1613875320,69,10.9011,123.8918,82.4,11.5
357,Preobrazheniye,50,RU,1613875321,79,42.9019,133.9064,28.9,2.39
358,Tebingtinggi,40,ID,1613875321,78,3.3285,99.1625,82.4,4.61
359,Ust-Maya,100,RU,1613875321,85,60.4167,134.5333,-15.05,3.65
360,Uglovoye,99,UA,1613875322,61,44.8215,33.6045,34.0,5.28
361,Arlit,0,NE,1613875322,30,18.7369,7.3853,57.78,2.21
362,Tura,0,IN,1613875209,21,25.5198,90.2201,79.77,2.82
363,Eyl,100,SO,1613875322,78,7.9803,49.8164,70.84,14.99
364,Kavieng,0,PG,1613875323,78,-2.5744,150.7967,84.11,10.47
365,Aksay,0,RU,1613875323,86,47.26,39.87,19.4,8.95
366,Ekibastuz,99,KZ,1613875224,89,51.6667,75.3667,1.2,19.73
367,Rio Grande,37,BR,1613875175,94,-32.035,-52.0986,68.0,8.88
368,Lixouri,49,GR,1613875324,72,38.2019,20.4314,52.27,6.42
369,Boddam,93,GB,1613875324,76,57.4667,-1.7833,46.4,19.57
370,Bua Yai,78,TH,1613875324,80,15.5855,102.4259,77.0,8.01
371,Gold Coast,75,AU,1613875220,57,-28.0,153.4333,87.01,10.36
372,Cabedelo,0,BR,1613875324,83,-6.9811,-34.8339,80.6,6.91
373,Muyezerskiy,100,RU,1613875325,91,63.9333,31.65,-4.14,11.23
374,Aljezur,100,PT,1613875325,91,37.3191,-8.8033,52.36,5.41
375,Genhe,100,CN,1613875325,90,50.7833,121.5167,5.76,3.56
376,Manaure,98,CO,1613875325,77,11.7751,-72.4445,77.18,12.59
377,Baracoa,5,CU,1613875326,81,20.3467,-74.4958,73.78,4.38
378,Ouésso,35,CG,1613875326,52,1.6136,16.0517,67.93,1.77
379,Saint-François,0,FR,1613875326,58,46.4154,3.9054,51.8,14.97
380,Kahului,40,US,1613875326,57,20.8947,-156.47,80.6,20.71
381,Nur,98,PL,1613875327,90,52.6683,22.3221,33.01,1.99
382,Tadine,100,NC,1613875327,84,-21.55,167.8833,79.54,12.41
383,Águia Branca,100,BR,1613875327,94,-18.9831,-40.7403,72.18,1.45
384,Ribas do Rio Pardo,10,BR,1613875327,68,-20.4431,-53.7592,69.4,3.4
385,Shimoda,20,JP,1613875327,59,34.6667,138.95,62.6,23.02
386,Sampit,88,ID,1613875328,56,-2.5333,112.95,91.08,1.74
387,Paita,36,PE,1613875328,77,-5.0892,-81.1144,73.6,11.3
388,Quatre Cocos,40,MU,1613875328,83,-20.2078,57.7625,79.0,6.91
389,Urengoy,38,RU,1613875328,80,65.9667,78.3667,-39.91,3.47
390,Champerico,0,GT,1613875328,98,14.3,-91.9167,66.99,5.64
391,San Rafael,0,AR,1613875329,45,-34.6177,-68.3301,72.34,4.83
392,Bilibino,2,RU,1613875329,73,68.0546,166.4372,-19.8,1.77
393,Sulina,21,RO,1613875329,86,45.1559,29.6536,34.03,3.51
394,Westport,75,US,1613875030,80,41.1415,-73.3579,28.99,5.75
395,Bumba,96,CD,1613875330,85,2.1833,22.4667,70.09,0.96
396,Atar,0,MR,1613875330,26,20.5169,-13.0499,60.91,3.62
397,Xinan,0,CN,1613875330,53,26.72,119.8556,62.17,2.82
398,Necochea,30,AR,1613875330,70,-38.5473,-58.7368,55.56,3.29
399,Gushikawa,75,JP,1613875330,77,26.3544,127.8686,66.2,10.36
400,Dali,92,CN,1613875331,40,25.7,100.1833,58.64,2.51
401,Seminole,1,US,1613875331,76,28.7086,-81.2081,53.01,9.22
402,Saint-Michel-des-Saints,14,CA,1613875331,93,46.6834,-73.9159,5.59,4.41
403,Hirara,75,JP,1613875331,53,24.8,125.2833,71.6,10.36
404,Pevek,100,RU,1613875331,88,69.7008,170.3133,-18.99,5.37
405,Pisco,0,PE,1613875332,73,-13.7,-76.2167,73.99,13.8
406,Calvinia,0,ZA,1613875332,93,-31.4707,19.776,45.73,4.25
407,Dickinson,1,US,1613875332,87,29.4608,-95.0513,48.99,8.05
408,Bull Savanna,2,JM,1613875332,82,17.8868,-77.5902,71.62,3.91
409,Salé,75,MA,1613875333,72,34.0389,-6.8166,60.01,5.75
410,Tateyama,20,JP,1613875333,59,34.9833,139.8667,66.2,23.02
411,Alekseyevsk,100,RU,1613875333,87,57.8406,108.3492,-8.0,3.91
412,Kokologo,0,BF,1613875334,14,12.1897,-1.8856,73.4,6.91
413,Mergen,100,CN,1613875148,92,49.1833,125.2167,9.07,5.32
414,Bambanglipuro,51,ID,1613875334,62,-7.95,110.2833,86.97,2.1
415,Hong Kong,0,HK,1613875253,72,22.2855,114.1577,73.0,8.46
416,Esperance,0,AU,1613875334,56,-33.8667,121.9,71.6,8.05
